doi,title,abstract,publication_year,source,cited_by_count,is_oa,oa_url,query_label,filter_decision,filter_reason
https://doi.org/10.3390/jtaer20020115,"Interactive Viral Marketing Through Big Data Analytics, Influencer Networks, AI Integration, and Ethical Dimensions","The rapid growth of digital platforms has fundamentally reshaped network and viral marketing, profoundly transforming how information spreads across social networks and influences consumer behavior. This comprehensive review synthesizes theoretical, computational, and ethical perspectives into an integrated narrative, providing novel insights into the mechanisms driving information diffusion within contemporary interactive marketing. By integrating foundational concepts from social network theory, advanced graph models, and behavioral dynamics, the paper demonstrates how the interplay between network structures, influencer behaviors, and AI-driven algorithms significantly redefines traditional marketing paradigms. A distinctive theoretical contribution of this study lies in its innovative combination of Big Data analytics with AI-based predictive modeling, explicitly revealing how real-time algorithmic personalization not only enhances marketing effectiveness but also creates new ethical tensions surrounding misinformation, algorithmic bias, and consumer vulnerability. Addressing recent calls for greater theoretical originality and narrative coherence in interactive marketing research, this review explicitly highlights how these insights resolve critical theoretical puzzles and clarify contemporary ethical dilemmas. Additionally, the paper identifies emerging trends—including Web3 marketing, decentralized platforms, and neuroscience-driven targeting—offering clear future research directions. Through its integrative, narrative-driven framework, this study significantly advances interactive marketing theory, providing essential guidance for scholars and practitioners navigating the evolving complexities of digital influence.",2025,Journal of theoretical and applied electronic commerce research,32,TRUE,https://www.mdpi.com/0718-1876/20/2/115/pdf?version=1748254765,Block 1B: AI in research methodology,EXCLUDE,Big data/Industry 4.0 frame: big data analytics
https://doi.org/10.70593/978-81-981367-8-7_2,"The future of customer loyalty: How ChatGPT and generative artificial intelligence are transforming customer engagement, personalization, and satisfaction","The rapid advancement of generative artificial intelligence, especially ChatGPT, is changing customer loyalty by improving engagement, customisation, and satisfaction. Through advanced natural language processing and machine learning, generative AI provides smooth, personalized interactions for today's customers. These algorithms analyze massive datasets in real time to provide tailored experiences like adaptive product suggestions and dynamic content development, which boosts customer engagement and brand loyalty. ChatGPT, provides 24/7 customer assistance by answering complicated questions, forecasting requirements, and addressing issues with minimum human participation. As brands integrate ChatGPT into loyalty programs and customer support, operational expenses drop and satisfaction and retention rates rise. AI's capacity to comprehend customer emotion, purchasing behaviour, and interaction patterns gives organizations actionable insights to proactively meet customer demands, strengthening loyalty. Using generative AI to create tailored content and marketing techniques, firms build emotional bonds with customers and foster long-term loyalty.",2024,,26,TRUE,https://deepscienceresearch.com/dsr/catalog/download/11/82/381,Block 1H: AI and research practice (no field restriction),EXCLUDE,NLP/text processing focus: natural language processing
https://doi.org/10.3390/biomimetics10100640,Digital Twin Cognition: AI-Biomarker Integration in Biomimetic Neuropsychology,"(1) Background: The convergence of digital twin technology, artificial intelligence, and multimodal biomarkers heralds a transformative era in neuropsychological assessment and intervention. Digital twin cognition represents an emerging paradigm that creates dynamic, personalized virtual models of individual cognitive systems, enabling continuous monitoring, predictive modeling, and precision interventions. This systematic review comprehensively examines the integration of AI-driven biomarkers within biomimetic neuropsychological frameworks to advance personalized cognitive health. (2) Methods: Following PRISMA 2020 guidelines, we conducted a systematic search across six major databases spanning medical, neuroscience, and computer science disciplines for literature published between 2014 and 2024. The review synthesized evidence addressing five research questions examining framework integration, predictive accuracy, clinical translation, algorithm effectiveness, and neuropsychological validity. (3) Results: Analysis revealed that multimodal integration approaches combining neuroimaging, physiological, behavioral, and digital phenotyping data substantially outperformed single-modality assessments. Deep learning architectures demonstrated superior pattern recognition capabilities, while traditional machine learning maintained advantages in interpretability and clinical implementation. Successful frameworks, particularly for neurodegenerative diseases and multiple sclerosis, achieved earlier detection, improved treatment personalization, and enhanced patient outcomes. However, significant challenges persist in algorithm interpretability, population generalizability, and the integration of healthcare systems. Critical analysis reveals that high-accuracy claims (85-95%) predominantly derive from small, homogeneous cohorts with limited external validation. Real-world performance in diverse clinical settings likely ranges 10-15% lower, emphasizing the need for large-scale, multi-site validation studies before clinical deployment. (4) Conclusions: Digital twin cognition establishes a new frontier in personalized neuropsychology, offering unprecedented opportunities for early detection, continuous monitoring, and adaptive interventions while requiring continued advancement in standardization, validation, and ethical frameworks.",2025,Biomimetics,17,TRUE,https://www.mdpi.com/2313-7673/10/10/640/pdf?version=1758621287,Block 2D: Pre-registration and explicit reasoning,EXCLUDE,Big data/Industry 4.0 frame: digital twin technology
https://doi.org/10.33902/jpr.202213513,"Preservice educators interpretations and pedagogical benefits of a STEM integration through agriculture, food and natural resources rubric","In the K-12 settings, teachers are encouraged to teach STEM subjects using a more integrated approach, and not be treated as stand-alone disciplines. STEM integration represents a way to think about curriculum change. It is a concept of how to restructure what is taught and what students learn. The nature of STEM disciplines no doubt creates certain challenges for STEM teachers. Despite researchers having made extensive progress in understanding of STEM integrative approaches, there are considerable barriers that relate to revolution of curriculum, assessment, and teaching practices in the K-12 STEM education system. For example, tools for assessing integrated STEM instruction have been developed, yet there has been limited implementation or adoption of teacher assessment for integrated STEM instruction. The purpose of this action research study was to understand how the preservice educators interpreted the language in the integrated STEM through AFNR rubric that was developed in 2018 (Wang &amp; Knobloch, 2018). Four themes emerged when examining how preservice educators interpreted and applied the rubric for integrated STEM education: (1) Prejudgments based on prior knowledge and experiences, or course expectations informed interpretation of levels of STEM integration; (2) limited to no teaching experience resulted in novice interpretation of the integrated STEM lessons; (3) level one (Exploring) was a clean cut, but gray areas existed in interpreting levels two (Developing) and three (Advancing); and, (4) the rubric was a tool that helped preservice educators reflect on the purpose of teaching certain content/concepts. Preservice educators also gave recommendations to improve the rubric. Additionally, they recommended more scaffolding, examples, expert modeling, group discussion, and experiences when learning to use the rubric.",2022,Journal of Pedagogical Research,9,TRUE,https://www.ijopr.com/download/preservice-educators-interpretations-and-pedagogical-benefits-of-a-stem-integration-through-11997.pdf,Block 2G: Structured prompts and epistemic quality,EXCLUDE,K-12/school context:  k-12
https://doi.org/10.1007/s10758-024-09789-4,Secondary School Students’ Enacted Self-Regulated Learning Strategies in a Computer-Based Writing Task–Insights from Digital Trace Data and Interviews,"Abstract Studying in digital learning environments highlights the skills needed to regulate one’s own learning. In youth, students are acquiring and developing these skills, but for many students, effectively self-regulating their learning is challenging. To design support in this regard, an in depth understanding of how and why their self-regulated learning (SRL) is enacted is needed. This study focuses on secondary school students’ enacted SRL strategies in a computer-based, multi-source writing task to detect and explain differences between high- and low-performing students. To address this aim, the students’ SRL processes during the task were captured using digital trace data (N = 50, navigational log, mouse, and keyboard data) and supplemented with stimulated recall interviews (n = 17). Raw trace data were parsed by implementing an existing theory-based process library that automatically detects the SRL processes. The durations and network properties of and transitions between the SRL processes of students in the highest and lowest essay score tertiles were investigated, involving the novel application of network metrics, and a qualitative content analysis for the stimulated recall data was performed. The results show that successful students differed from less successful ones regarding the time they allotted for the SRL processes, the number of distinct transitions between them, as well as transition probabilities. The successful students expressed a larger proportion of and different cyclical patterns of SRL processes during the task. The student interviews contextualise these findings and complement them by revealing qualitative differences in students’ monitoring of learning. This study provides novel insights into SRL among young students in computer-based writing task and suggests approaches for designing effective, personalised support for students’ adaptive learning strategies, which can be useful in developing educational technology and teacher education.",2024,Technology Knowledge and Learning,7,TRUE,https://link.springer.com/content/pdf/10.1007/s10758-024-09789-4.pdf,Block 2G: Structured prompts and epistemic quality,EXCLUDE,K-12/school context: secondary school
https://doi.org/10.1080/20421338.2024.2353934,The democratization of digital currency in Nigeria: A sentiment analysis of eNaira app usability,"Globally, Central Bank Digital Currency (CBDC) is receiving a lot of attention in digital currency deliberations since it is at the top of the agenda of almost every central bank today. Although there is a growing body of literature on CBDCs, user perspectives on their usage and adoption in the literature are very sparse. This study set out to analyze factors impacting the actual usage of CBDC through sentiment analysis of eNaira, the first CBDC to be issued in Africa by the Central Bank of Nigeria (CBN). The research relies on the 214 data points extracted from eNaira App users’ comments from Google Play and App Store from 2020 to 2021. It framed its analysis based on theories of moral sentiments and appraisal theory of emotion. This research shows that eNaira users faced multiple challenges; however, CBN's responses to these challenges are minimal. The results highlighted the need to include public sentiments in policy formulation; the Nigerian government's ban on cryptocurrency trading negatively impacted the uptake of the eNaira due to mistrust. This research study contributes theoretically to appraisal theory and the theory of moral sentiment by explaining the evolution and public sentiments towards adopting the novel eNaira in Nigeria.",2024,African Journal of Science Technology Innovation and Development,7,FALSE,http://www.theseus.fi/bitstream/10024/866826/1/Article.pdf,Block 2D: Pre-registration and explicit reasoning,EXCLUDE,NLP/text processing focus: sentiment analysis
https://doi.org/10.1016/b978-0-12-819105-7.00008-8,A feature-based ontology for cyber-physical systems,,2021,Elsevier eBooks,6,FALSE,https://hal.science/hal-03159967v1/file/41_extracted_mpm4cps_approaches_book.pdf,Block 2G: Structured prompts and epistemic quality,EXCLUDE,Big data/Industry 4.0 frame: cyber-physical system
https://doi.org/10.1145/3611017,Autonomous Vehicles for All?,"The traditional build-and-expand approach is not a viable solution to keep roadway traffic rolling safely, so technological solutions, such as autonomous vehicles (AVs), are favored. AVs have considerable potential to increase the carrying capacity of roads, ameliorate the chore of driving, improve safety, provide mobility for those who cannot drive, and help the environment. However, they also raise concerns over whether they are socially responsible, taking into account issues such as fairness, equity, and transparency. Regulatory bodies have focused on AV safety, cybersecurity, privacy, and legal liability issues, but have failed to adequately address social responsibility. Thus, existing AV developers do not have to embed social responsibility factors in their proprietary technology. Adverse bias may therefore occur in the development and deployment of AV technology. For instance, an artificial intelligence-based pedestrian detection application used in an AV may, in limited lighting conditions, be biased to detect pedestrians who belong to a particular racial demographic more efficiently compared to pedestrians from other racial demographics. Also, AV technologies tend to be costly, with a unique hardware and software setup which may be beyond the reach of lower-income people. In addition, data generated by AVs about their users may be misused by third parties such as corporations, criminals, or even foreign governments. AVs promise to dramatically impact labor markets, as many jobs that involve driving will be made redundant. We argue that the academic institutions, industry firms, and government agencies overseeing AV development and deployment must act proactively to ensure that AVs serve all and do not increase the digital divide in our society.",2023,ACM Journal on Autonomous Transportation Systems,6,TRUE,https://dl.acm.org/doi/pdf/10.1145/3611017,Block 1A: AI in research practice (broad fields),EXCLUDE,Non-research operational AI: autonomous vehicle
https://doi.org/10.3389/fcomp.2024.1444549,MultiSentimentArcs: a novel method to measure coherence in multimodal sentiment analysis for long-form narratives in film,"Affective artificial intelligence and multimodal sentiment analysis play critical roles in designing safe and effective human-computer interactions and are in diverse applications ranging from social chatbots to eldercare robots. However emotionally intelligent artificial intelligence can also manipulate, persuade, and otherwise compromise human autonomy. We face a constant stream of ever more capable models that can better understand nuanced, complex, and interrelated sentiments across different modalities including text, vision, and speech. This paper introduces MultiSentimentArcs, combination of an open and extensible multimodal sentiment analysis framework, a challenging movie dataset, and a novel benchmark. This enables the quantitative and qualitative identification, comparison, and prioritization of conflicting sentiments commonly arising from different models and modalities. Diachronic multimodal sentiment analysis is especially challenging in film narratives where actors, directors, cinematographers and editors use dialog, characters, and other elements in contradiction with each other to accentuate dramatic tension. MultiSentimentArcs uses local open-source software models to democratize artificial intelligence. We demonstrate how a simple 2-step pipeline of specialized open-source software with a large multimodal model followed by a large language model can approximate video sentiment analysis of a commercial state-of-the-art Claude 3 Opus. To the best of our knowledge, MultiSentimentArcs is the first fully open-source diachronic multimodal sentiment analysis framework, dataset, and benchmark to enable automatic or human-in-the-loop exploration, analysis, and critique of multimodal sentiment analysis on long-form narratives. We demonstrate two novel coherence metrics and a methodology to identify, quantify, and explain real-world sentiment models and modalities. MultiSentimentArcs integrates artificial intelligence with traditional narrative studies and related fields like film, linguistic and cultural studies. It also contributes to eXplainable artificial intelligence and artificial intelligence safety by enhancing artificial intelligence transparency in surfacing emotional persuasion, manipulation, and deception techniques. Finally, it can filter noisy emotional input and prioritize information rich channels to build more performant real-world human computer interface applications in fields like e-learning and medicine. This research contributes to the field of Digital Humanities by giving non-artificial intelligence experts access to directly engage in analysis and critique of research around affective artificial intelligence and human-AI alignment. Code and non-copyrighted data will be available at https://github.com/jon-chun/multisentimentarcs .",2024,Frontiers in Computer Science,6,TRUE,https://public-pages-files-2025.frontiersin.org/journals/computer-science/articles/10.3389/fcomp.2024.1444549/pdf,Block 1B: AI in research methodology,EXCLUDE,NLP/text processing focus: sentiment analysis
https://doi.org/10.1002/bsd2.70179,A Green Internet of Things ( <scp>GIoT</scp> ) Adoption Framework to Enhance Environmental Performance of <scp>SMEs</scp> Through the Digital Social Networking,"ABSTRACT Small and Medium Enterprises (SMEs) face increasing pressure to adopt sustainable practices, yet the adoption of advanced technologies like the Green Internet of Things (GIoT) remains limited. This study addresses this gap by proposing and validating a GIoT adoption framework aimed at enhancing environmental performance, emphasizing the mediating role of digital social networking (DSN). Extending the Unified Theory of Acceptance and Use of Technology (UTAUT), the model incorporates perceived motivation and perceived environmental knowledge as additional predictors. A quantitative survey of 614 SME owners and managers from manufacturing and service sectors was conducted, and structural equation modelling (SEM) was used for analysis. Results show that all UTAUT constructs, along with the extended variables, significantly influence GIoT adoption. GIoT adoption directly improves environmental performance and promotes DSN, which further amplifies its positive environmental impact. The study also reveals that manufacturing SMEs exhibit a stronger intent to adopt GIoT. Implications for policy and practice are discussed.",2025,Business Strategy & Development,5,TRUE,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bsd2.70179,Block 1C: AI and journal/publication policy,EXCLUDE,Big data/Industry 4.0 frame: internet of things
https://doi.org/10.1007/s44382-025-00011-2,Emerging AI individualism: how young people integrate social AI into everyday life,"Abstract Social AI services like ChatGPT and My AI are increasingly integrated into the lives of young people. Despite this growing use, there is limited research on how youth perceive and engage with social AI in their everyday social lives, as well as the broader social implications of such engagement. To address this gap, we conducted a qualitative study with 166 Norwegian high school students, using a questionnaire that included open-ended questions. Our findings show that while most youths had not yet adopted social AI on a regular basis, those who had reported a wide range of experiences and perceived utilities, including personalized assistance, tailored emotional support, entertainment, and creative inspiration. These patterns suggest an emerging shift toward more autonomous, AI-mediated forms of social engagement, in which social AIs are increasingly used in personal decision-making processes. We use the novel concept of AI individualism to interpret these developments and discuss how social AI may contribute to the reconfiguration of social support systems and interpersonal dynamics. Finally, we reveal potential risks raised by the sample, including misinformation, reduced privacy, and emotional overdependence on AI which may also harm social connections in society. This study contributes new empirical insights into youth–AI interaction and reflects the value of AI individualism as a novel framework for understanding the complexity and evolving role of social AI in everyday social life.",2025,Communication and Change,5,TRUE,https://link.springer.com/content/pdf/10.1007/s44382-025-00011-2.pdf,Block 1B: AI in research methodology,EXCLUDE,K-12/school context: high school student
https://doi.org/10.18653/v1/2023.acl-tutorials,Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 6: Tutorial Abstracts),,2023,,5,TRUE,https://aclanthology.org/2023.acl-tutorials.pdf,Block 1A: AI in research practice (broad fields),EXCLUDE,NLP/text processing focus: computational linguistics
https://doi.org/10.28945/5502,Predicting Teachers’ Intentions for AIGC Integration in Preschool Education: A Hybrid SEM-ANN Approach,"Aim/Purpose: This study investigates the key factors influencing preschool teachers’ sustained use of Artificial Intelligence-Generated Content (AIGC) technology in educational settings. While prior research has extensively examined initial adoption, little attention has been given to understanding the continuous intention of preschool teachers with AIGC. To bridge this gap, this study integrates the Technology Acceptance Model (TAM), Expectation-Confirmation Model (ECM), and Flow Theory to develop a comprehensive framework that captures cognitive, affective, and experiential factors shaping continued AIGC adoption. Background: AIGC has demonstrated immense educational potential, providing personalized learning experiences, real-time feedback, and intelligent student progress tracking. However, most existing research focuses primarily on system usability and feasibility, neglecting the motivational and psychological aspects that determine continuous intention to use AIGC. Specifically, satisfaction, expectation confirmation, and flow experience have been largely overlooked as key determinants of sustained technology use. Given that preschool educators face unique pedagogical challenges, such as adapting AIGC content to young learners and maintaining engagement, understanding the drivers of long-term AIGC use is essential for optimizing its integration into preschool education. Methodology: This study employs a mixed-method approach to ensure a rigorous and comprehensive analysis. A total of 433 preschool teachers participated in the survey, and Partial Least Squares-Structural Equation Modeling (PLS-SEM) was used to test the hypothesized relationships. To complement structural modeling, Artificial Neural Network (ANN) modeling was applied to uncover non-linear relationships that traditional statistical methods might overlook. By integrating PLS-SEM and ANN, this study provides a more robust, predictive, and holistic understanding of the factors driving sustained AIGC adoption. Contribution: This study makes significant theoretical and practical contributions. Theoretically, it extends TAM and ECM by incorporating Flow Theory. Unlike prior studies focusing primarily on perceived usefulness and ease of use, this research identifies confirmation and satisfaction as the strongest predictors of continued intention to use AIGC. Practically, the findings provide valuable insights for policymakers, school administrators, and ed-tech developers, offering recommendations for designing more engaging, sustainable, and user-friendly AIGC solutions tailored for preschool education. Findings: The results indicate that satisfaction (β = 0.280, p &lt; 0.001) is the strongest predictor of continued AIGC use, followed by attitude (β = 0.262, p &lt; 0.001) and flow experience (β = 0.223, p &lt; 0.001). Expectation confirmation significantly enhances perceived usefulness (β = 0.505, p &lt; 0.001) and satisfaction (β = 0.349, p &lt; 0.001), reinforcing the importance of aligning AIGC tools with teachers’ expectations. ANN analysis further highlights confirmation (95.28%) and satisfaction (82.41%) as the most influential factors, whereas perceived ease of use (22.35%) has a relatively minor impact. These findings suggest that positive user experience, engagement, and expectation fulfillment are key drivers of long-term AIGC adoption. Moreover, ANN analysis revealed complex nonlinear relationships, demonstrating that traditional statistical methods might underestimate the true impact of psychological and experiential factors on technology retention. Recommendations for Practitioners: For practitioners, this study provides several actionable recommendations. First, AIGC tools should be designed to enhance engagement and intrinsic motivation, integrating gamification elements, interactive features, and adaptive learning support to sustain user interest. Second, ongoing professional development programs should be implemented to train teachers on the pedagogical applications of AIGC, addressing any concerns related to usability or long-term feasibility. Third, AIGC platforms should incorporate customization features, allowing educators to tailor content based on their specific classroom needs and teaching styles. By addressing these factors, AIGC adoption in preschool education can be more sustainable and impactful. Recommendation for Researchers: For researchers, this study opens multiple avenues for future exploration. First, future research should adopt a longitudinal approach to examine how preschool teachers’ attitudes and behaviors toward AIGC evolve over time. Second, more research is needed to explore the role of teacher personality traits and digital literacy levels in shaping AIGC adoption patterns. Third, cross-cultural studies could provide deeper insights into how different educational systems and socio-cultural contexts influence preschool teachers’ responses to AIGC technologies. Furthermore, AI-driven predictive analytics should be explored to model behavioral trends and optimize AIGC implementations across diverse learning environments. Impact on Society: This study has significant implications for educational equity, teacher workload, and early childhood learning experiences. By empowering preschool teachers with AIGC, this research promotes more inclusive and accessible preschool education, reducing disparities in educational resources and opportunities. Additionally, AI-driven teaching solutions can alleviate teacher workload, enabling educators to focus on creative and interactive pedagogical strategies rather than administrative tasks. As AIGC continues to evolve, its potential to transform preschool education into a more engaging, adaptive, and learner-centered experience becomes increasingly evident. Future Research: While this study provides valuable insights into preschool teachers’ sustained use of AIGC, several areas require further exploration. First, objective usage data should be incorporated into future research rather than relying solely on self-reported surveys to enhance validity. Second, longitudinal studies should examine how teachers’ continuous intention to use AIGC evolves over time in response to technological advancements and policy shifts. Third, as this study focuses on preschool educators, future research should explore whether the identified factors apply to primary and secondary education teachers. Additionally, ethical concerns, AI trust, and data privacy issues should be further investigated, as they may significantly impact the long-term adoption of AIGC in educational settings.",2025,Journal of Information Technology Education Research,5,TRUE,https://www.jite.org/documents/Vol24/JITE-Rv24Art016Zhang11351.pdf,Block 1B: AI in research methodology,EXCLUDE,K-12/school context: school teacher
https://doi.org/10.1111/epic.12158,Grounded Models: The Future of Sensemaking in a World of Generative AI,"The promise of generative AI technologies is seductive to product leaders: frictionless research in which synthetic data can be both generated and analysed via a simple end‐to‐end UI, enabling teams to speed up research timelines and reduce costs. However, our evidence suggests we should be sceptical of these maximalist claims. Over the last 18 months our combined team of NLP data scientists and ethnographers has conducted a series of experiments to explore, assess and define the value of LLM‐driven research techniques. First, we explore this value pragmatically, as new tools for sensemaking; and second, epistemologically, as we unpack their broader implications for ethnography. We demonstrate how ethnography can usefully “ground” LLMs in two “complex” worlds: that of the user and that of the organisation. We argue the future of research is not automation, but more collaboration between ethnographers and data scientists, as they better integrate their tools and ways of knowing.",2023,Ethnographic Praxis in Industry Conference Proceedings,4,TRUE,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/epic.12158,Block 1B: AI in research methodology,EXCLUDE,NLP/text processing focus: nlp 
https://doi.org/10.17323/1728-192x-2024-4-48-79,Social Perception of Artificial Intelligence on Twitter: A Comparative Study on Global South and Global North Countries,"This study examines the public perception of ChatGPT on Twitter, comparing approaches from Global South (India and Turkey) and Global North (United Kingdom and United States) countries. It utilizes a text-as-data approach, applying sentiment analysis, text analysis, and topic modeling techniques on tweets in English containing “ChatGPT” collected between January 1 and June 1, 2023. The VADER sentiment dictionary is used for sentiment analysis, while n-grams and BERTopic are employed for text analysis and topic modeling, respectively. Sentiment analysis reveals a predominantly positive perception of ChatGPT across both regions, with some concerns expressed regarding potential negative impacts. Text analysis and topic modeling indicate that discussions revolve around major technology companies and leading figures, with the Global North focusing more on sectoral applications and technical aspects, while the Global South evaluates ChatGPT within local language and cultural contexts. The findings demonstrate that socio-cultural differences and technological development levels between regions are reflected in the social perception of ChatGPT. The study contributes to understanding the early reception and perception of generative AI and highlights the importance of addressing privacy concerns, developing culturally compatible solutions, and examining the potential impacts of ChatGPT in various domains.",2024,Sotsiologicheskoe Obozrenie / Russian Sociological Review,4,TRUE,https://sociologica.hse.ru/data/2025/01/26/1973007005/SocOboz 2024-4-48-79.pdf,Block 1A: AI in research practice (broad fields),EXCLUDE,NLP/text processing focus: sentiment analysis
https://doi.org/10.1016/j.edurev.2024.100663,Exploration of domains of educational purpose in K-12 data literacy education research,"Digital data have an increasingly prominent role in various life sectors, ushering in an importance for data literacy education (DLE) in schools. To better understand the versatile educational purposes in this multifaceted topic for students' well-rounded development, this paper presents an in-depth scrutiny into “what DLE is for” in K-12 education. We utilized Gert Biesta's (2009) holistic account of “good education”, which brings together three interconnected domains—becoming equipped with skills (qualification), becoming a part of social orders (socialization), and becoming the subject of one's own life (subjectification)—to examine prior DLE research and explore how such domains of educational purpose have been portrayed in different ways. Our analysis shows that while there is some need for clarifying meanings of the expressed purposes of DLE, there are recognizable educational goals focused on cultivating data savvy students for present and future societal roles, most notably data-centric professions and coping in everyday data environments. Aims of gaining personal value from data and empowering students for critical engagement with data(fication) were also present to complement DLE in terms of its more subjectification-oriented viewpoints. Overall, intriguing meanings, synergies, and cross-pressures can be identified, calling for the recognition of the pluralistic approaches and cultivation of balance in them to holistically educate students to exist in and with the data-rich world. Further investigations and fundamental discussions about educational emphases in DLE research as well as informed engagement in them in local educational decision-making are encouraged. • Purposes of data literacy are explored in relation to holistic education in K–12. • Four “macro strands” of overarching purposes in DLE are identified. • Collectively, the multifaceted goals in DLE pose diverse meanings and relationships. • Balance and intermediation in DLE are emphasized for students' well-rounded growth.",2024,Educational Research Review,3,TRUE,https://doi.org/10.1016/j.edurev.2024.100663,Block 2G: Structured prompts and epistemic quality,EXCLUDE,K-12/school context:  k-12
https://doi.org/10.1080/09500693.2024.2334295,Investigating trees as an interdisciplinary phenomenon in climate regulation: an intervention study on iSTEM education and scientific literacy in secondary schools,"Climate change and CO 2 -emissions are key-issues of the 21st century.As a complex interdisciplinary phenomenon, educational systems appear to be forced to expand their curricula beyond disciplines or school subjects.Thus, cross-disciplinary concepts in science, such as iSTEM (integrated science, technology, engineering, and mathematics) address this demand.Also, the Organisation for Economic Co-operation and Development (OECD) stresses the need for interdisciplinarity in compulsory education.The present intervention study 'CO 2 BS -Coole Bume und Sensoren [Cool(ing) Trees and Sensors]' focuses on the tree as a key-factor in the understanding of gas-exchange for which a proper scientific understanding demands thinking across disciplines.In accordance with a OECD competence framework, Scientific Literacy, the intervention aimed to foster secondary school students' interdisciplinary conceptual knowledge (ICK) of how a tree's exchange of O 2 and CO 2 can be investigated scientifically.Students' changes in self-concept in science as well as their interest in climate and science along with epistemic emotions associated with scientific procedures were also investigated.The results showed positive changes in students' self-concept and epistemic emotions.Though ICK increased significantly too, the results indicate that future interventions will need to focus more on how to establish interdisciplinarity within secondary education more effectively.",2024,International Journal of Science Education,3,TRUE,https://www.tandfonline.com/doi/pdf/10.1080/09500693.2024.2334295?download=true,Block 2G: Structured prompts and epistemic quality,EXCLUDE,K-12/school context: secondary school
https://doi.org/10.18653/v1/2025.acl-long.1256,Culture is Not Trivia: Sociocultural Theory for Cultural NLP,"The field of cultural NLP has recently experienced rapid growth, driven by a pressing need to ensure that language technologies are effective and safe across a pluralistic user base.This work has largely progressed without a shared conception of culture, instead choosing to rely on a wide array of cultural proxies.However, this leads to a number of recurring limitations: coarse national boundaries fail to capture nuanced differences that lay within them, limited coverage restricts datasets to only a subset of usually highly-represented cultures, and a lack of dynamicity results in static cultural benchmarks that do not change as culture evolves.In this position paper, we argue that these methodological limitations are symptomatic of a theoretical gap.We draw on a well-developed theory of culture from sociocultural linguistics to fill this gap by 1) demonstrating in a case study how it can clarify methodological constraints and affordances, 2) offering theoretically-motivated paths forward to achieving cultural competence, and 3) arguing that localization is a more useful framing for the goals of much current work in cultural NLP.",2025,,3,TRUE,https://aclanthology.org/2025.acl-long.1256.pdf,Block 1A: AI in research practice (broad fields),EXCLUDE,NLP/text processing focus: nlp 
https://doi.org/10.22488/okstate.24.100239,"An Evaluation of Artificial Intelligence Chatbots Ethical Use, Attitudes Towards Technology, Behavioral Factors and Student Learning Outcomes in Collegiate Aviation Programs","Despite the potential opportunities of Generative Artificial Intelligence (AI) Chatbots in higher education, ethical concerns surrounding their use, such as biased data assumptions and plagiarism, have been raised. Despite studies examining these concerns in higher education, there seems to be a gap in evaluating perceptions of constructs: ethical use, attitudes towards technology, behavioral factors, and student learning outcomes relating to Generative AI Chatbots in Collegiate Aviation Programs in the U.S. Using perceptions of aviation students from six universities in the U.S. (n=271), a modified Technology Acceptance Model (TAM) of the constructs fit the empirical data well; most hypothesized relationships were significantly supported. The most substantial direct relationship was between attitude towards AI Chatbot use and behavioral intention to use AI Chatbots. Despite deep concerns about the ethical use of AI Chatbots in collegiate aviation programs, the model could explain about 59% of the variances in user behavior, suggesting relatively good user behavior among respondents. Graduate respondents had higher user behavior than first—and second-year undergraduates, who had higher scores on ethical use concerns. Male respondents showed higher user behavior than female respondents. By understanding students’ perceptions, administrators can create well-informed policy guidelines and strategies for the responsible and effective integration of AI Chatbot tools in collegiate aviation programs pedagogy.",2024,Collegiate Aviation Review International,3,TRUE,https://ojs.library.okstate.edu/osu/index.php/CARI/article/download/9949/8806/22072,Block 1A: AI in research practice (broad fields),EXCLUDE,Pedagogical effectiveness (student outcomes): student learning outcome
https://doi.org/10.31234/osf.io/j6fnm,"Fear of Artificial Intelligence? NLP, ML and LLMs based discovery of AI-phobia and fear sentiment propagation by AI news","Confusion, fear and mixed sentiments prevail in the minds of people towards what is arguably oneof the most important of dynamics of modern human society: Artificial Intelligence (AI). Thisstudy aims to explore the contributions of news media towards this phenomenon - we analyzenearly seventy thousand recent news headlines on AI, using natural language processing (NLP)informatics methods, machine learning (ML) and large language models (LLMs) to draw insightsand discover dominant themes. Our theoretical framework was derived from extant literaturewhich posits the power of fear producing articles and news headlines which produce significantimpacts on public behavior even when available in small quantities. We applied extensive textualinformatics methods using word and phrase frequency analytics, sentiment analysis and humanexperts based thematic analysis to discover insights on AI phobia inducing news headlines.Our rigorous analysis of nearly seventy thousand headlines using multiple validation methods inNLP (exploratory informatics including BERT, Llama 2 and Mistral(1; 2) based topic identification),ML (supervised informatics) and LLMs (neural nets for sentiment classification, with BERT, Llama2 and Mistral) demonstrates the presence of an unreasonable level of emotional negativity and fearinducing verbiage in AI news headlines. The framing of AI as being dangerous or as being anexistential threat to humanity can have a profound impact on public perception, and the resultingAI phobia and confusion in public perceptions are inherently detrimental to the science of AI.Furthermore, this can also impact AI policy and regulations, and harm society. We conclude with adiscussion deducing implications for society and make recommendations for education and policiesthat could support human identity and dignity.",2024,,3,TRUE,https://osf.io/j6fnm/download,Block 2G: Structured prompts and epistemic quality,EXCLUDE,NLP/text processing focus: natural language processing
